GEO.id2,HC03_EST_VC01,GEO.id2,HC02_EST_VC03,HC02_EST_VC04,HC02_EST_VC05,HC02_EST_VC06,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,GEO.id2,HC04_EST_VC01,GEO.id2,HC04_EST_VC26,GEO.id2,HD01_VD01
Id2,Percent with a disability; Estimate; Total civilian noninstitutionalized population,Id2,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - Some college or associate's degree,Percent; Estimate; Population 18 to 24 years - Bachelor's degree or higher,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Id2,Percent households receiving food stamps/SNAP; Estimate; Households,Id2,Unemployment rate; Estimate; Population 20 to 64 years,Id2,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
36047102800,10,36047102800,9,28,43.5,19.5,2.9,5.1,24.1,22.4,10.4,22,13.1,92,35.1,36047102800,12.6,36047102800,12.3,36047107000,77768
36047103400,16.3,36047103400,11,32.7,56.3,0,8.1,13,27.1,24.6,9.3,17,0.9,78.9,17.8,36047103400,55.2,36047103400,25.4,36047107800,59455
36047105801,21,36047105801,6.4,47.9,41.3,4.3,9.8,15.5,29.4,14,5.7,12.1,13.5,74.7,25.5,36047105801,36.2,36047105801,14.3,36047109800,43664
36047105804,26.8,36047105804,35.1,40.7,19.4,4.7,10.5,9.8,28.1,19.5,13.8,10.3,8.1,79.7,18.4,36047105804,43.6,36047105804,15,36047110400,44063
36047107000,6.7,36047107000,10.7,36.9,48.1,4.3,1,5.1,30,22,1.2,22,18.7,93.9,40.7,36047107000,12.9,36047107000,11.3,36047110600,24564
36047107800,13,36047107800,0,43.3,42.9,13.9,5.3,5.6,36.2,20.8,11.3,13.1,7.7,89.1,20.8,36047107800,6.5,36047107800,12.2,36047111000,16716
36047109800,12.9,36047109800,14.5,33.9,46.7,4.8,8.1,12.1,28.4,17.9,4,23,6.6,79.8,29.6,36047109800,27.8,36047109800,17.6,36047111600,36175
36047110400,14.5,36047110400,21.9,23.1,50,5,7.8,10.5,37.4,24.7,7.5,6.8,5.3,81.6,12.1,36047110400,30.2,36047110400,9.9,36047111800,33160
36047110600,19,36047110600,21.7,44.7,25.5,8.1,13.8,15.1,32.7,23.1,5.4,9.1,0.8,71.1,9.9,36047110600,46,36047110600,11.2,36047112000,21507
36047111000,17.5,36047111000,27.2,33.4,39.4,0,14.5,22.1,29.4,22.4,4.8,4.9,2,63.4,6.9,36047111000,52.9,36047111000,20.5,36047112200,30987
36047111600,11,36047111600,37,48.2,14.9,0,9.7,11.6,45.4,17.6,2.5,7.2,5.9,78.7,13.2,36047111600,29.6,36047111600,7.9,36047112400,40707
36047111800,8.4,36047111800,20.2,46.6,28.2,5.1,4.3,7.5,58.2,13.1,5.4,7.8,3.8,88.2,11.6,36047111800,20.2,36047111800,16.4,36047112600,40323
36047112000,8.1,36047112000,32.2,38.9,24.1,4.8,8.1,9.7,45.6,20.5,5.5,7.1,3.4,82.1,10.5,36047112000,24.3,36047112000,16.8,36047112800,34028
36047112200,9.7,36047112200,34.6,25.4,36.4,3.7,16.5,20.8,35.5,14.6,4.4,3.8,4.3,62.7,8.1,36047112200,44.4,36047112200,6.4,36047113000,29038
36047112400,7.3,36047112400,23.2,31.4,37.3,8,2.8,7.8,42.4,15.3,10.8,14.9,6,89.4,21,36047112400,34.9,36047112400,6.6,36047113200,49250
36047112600,14.5,36047112600,33.4,11.9,51.2,3.5,10.2,17.9,41.6,16.3,6.5,5.6,1.9,71.9,7.6,36047112600,35.4,36047112600,16.9,36047113400,19205
36047112800,13.5,36047112800,18.1,53.5,28.4,0,8.5,10,44.7,10.4,10.1,13.3,3.1,81.5,16.4,36047112800,32.6,36047112800,11.5,36047114201,45682
36047113000,8.2,36047113000,16.2,26.4,49.5,7.9,8.6,13.3,47.8,15.9,3.2,8.6,2.6,78.1,11.2,36047113000,32.1,36047113000,16.1,36047114202,41352
36047113200,4.9,36047113200,13.2,58.2,28.6,0,9.1,8.3,30.9,24.8,9.8,15.5,1.7,82.6,17.1,36047113200,22.5,36047113200,8.7,36047114400,26429
36047113400,15.1,36047113400,25.9,25.7,42.5,5.9,14.9,21.5,36.5,14.7,5.7,5,1.7,63.6,6.7,36047113400,56.3,36047113400,17.2,36047114600,30101
36047114201,9.7,36047114201,11.2,27.8,47.3,13.6,18.3,15.2,28.5,11.8,10,7.1,9.2,66.5,16.3,36047114201,18.4,36047114201,8.6,36047115000,40104
36047114202,10.4,36047114202,23.7,30.1,41.4,4.8,11.6,17.1,26.4,21.1,6.9,12,4.8,71.3,16.8,36047114202,27.1,36047114202,10.8,36047115200,32500
36047114400,12,36047114400,41.2,28,30.9,0,12.7,14.6,35.1,19.2,10.8,4.5,3.1,72.7,7.6,36047114400,42.6,36047114400,10.9,36047115600,15854
36047114600,13.1,36047114600,19.4,23.3,57.3,0,26.5,12.8,21.6,19.8,5.9,9,4.3,60.6,13.3,36047114600,37.3,36047114600,12.1,36047115800,44142
36047115000,7.5,36047115000,29.5,30.1,31.3,9.1,19.6,11.1,40,11,9.1,4.9,4.2,69.3,9.2,36047115000,33.1,36047115000,12.6,36047116000,26745
36047115200,9.7,36047115200,23.5,37.1,31.2,8.2,13.7,15.6,32.1,16,8.5,9.2,4.8,70.6,13.9,36047115200,33.6,36047115200,6.9,36047116200,42829
36047115600,9.8,36047115600,41.5,25.6,32.9,0,20.7,13.7,28.9,15.9,11.4,7.4,2,65.6,9.3,36047115600,46.4,36047115600,18.3,36047116400,40357
36047115800,13,36047115800,29.3,35.6,17.5,17.5,16.6,10.5,33.3,16.2,12,10,1.4,72.9,11.4,36047115800,26.9,36047115800,15.9,36047116600,33892
36047116000,15.9,36047116000,23.3,23.3,41.9,11.6,14.5,18,39.4,11,2.3,10.5,4.4,67.6,14.9,36047116000,45,36047116000,5.2,36047116800,31983
36047116200,10,36047116200,14.6,17,61,7.4,2.7,10.1,39.5,21.5,8.8,10.5,6.9,87.2,17.4,36047116200,29.7,36047116200,14,36047117000,35889
36047116400,12.7,36047116400,31,40,29,0,14.7,11,42.8,20.9,2.7,4.9,3,74.3,7.9,36047116400,37.2,36047116400,12.8,36047117201,51042
36047116600,8.6,36047116600,15.5,34.1,50.4,0,9.5,9,49.6,16.3,2.1,10.4,3.1,81.5,13.5,36047116600,16.2,36047116600,13.5,36047117202,52260
36047116800,4.6,36047116800,6.1,56.1,30.6,7.1,14.5,4.1,53.1,10.1,2.5,11.8,4.1,81.5,15.8,36047116800,16,36047116800,3.9,36047117400,53549
36047117000,9.5,36047117000,28.7,33,32,6.3,21.1,18.6,31.1,16.5,3,8.2,1.5,60.3,9.7,36047117000,55.6,36047117000,15.8,36047117601,44088
36047117201,12,36047117201,22.6,23.5,48.6,5.2,25.8,13.6,29,14.3,7.2,9.8,0.3,60.6,10.1,36047117201,28,36047117201,10.6,36047117602,28304
36047117202,8,36047117202,21,49.3,29.7,0,17,6.3,42.2,11.9,7.4,11,4.3,76.7,15.2,36047117202,15.6,36047117202,4.8,36047117800,36061
36047117400,5.9,36047117400,24.4,37.1,32.7,5.8,10.5,9,49.1,9.9,8.8,7.3,5.4,80.5,12.6,36047117400,13.9,36047117400,5.9,36047118000,-
36047117601,6.3,36047117601,15,43.4,27,14.7,19.2,9.1,44.7,8,8.7,6.7,3.5,71.6,10.2,36047117601,31.3,36047117601,8,36047118201,42301
36047117602,7.8,36047117602,12,48.4,39.7,0,13.5,6.4,48.8,15.7,4.4,8,3.1,80.1,11.1,36047117602,23.2,36047117602,7.4,36047118202,46048
36047117800,8.4,36047117800,41.7,29.4,28.9,0,31.6,10.6,35.9,7.3,1.3,12,1.5,57.9,13.5,36047117800,38.7,36047117800,8.5,36047118400,50319
36047118000,-,36047118000,-,-,-,-,-,-,-,-,-,-,-,-,-,36047118000,-,36047118000,-,36047118600,41471
36047118201,6.6,36047118201,19,39.8,33.6,7.6,13.5,8.5,38.5,21.6,4.3,9.7,3.9,78,13.6,36047118201,18.6,36047118201,5.7,36047118800,30699
36047118202,6.3,36047118202,14.8,40.6,42.9,1.6,14.4,10,41.7,15.1,5.2,9.9,3.7,75.6,13.6,36047118202,15.5,36047118202,6.4,36047119000,30565
36047118400,6.3,36047118400,36.3,28.8,29.3,5.7,11.3,12.4,51,10.7,2.9,8.9,2.9,76.3,11.8,36047118400,25,36047118400,4.8,36047119200,43182
36047118600,7.7,36047118600,18.5,35.7,39.9,5.9,17.3,13.6,40.5,11.2,5.4,10.8,1.1,69,11.9,36047118600,19.3,36047118600,9.4,36047119400,32136
36047118800,5.2,36047118800,9.6,51.5,35.7,3.2,12.7,16.8,42.8,11.9,1.2,12.7,1.8,70.5,14.6,36047118800,20.6,36047118800,7.5,36047119600,32115
36047119000,4.1,36047119000,28.7,46.4,24.9,0,12,13.6,53,8.7,4.9,3.7,4.2,74.4,7.9,36047119000,24.4,36047119000,11.8,36047119800,31225
36047119200,11.4,36047119200,5.7,70.1,22.1,2,8.4,15.5,42.1,12.1,4.7,14.3,3,76.2,17.2,36047119200,21.4,36047119200,9.7,36047120000,32468
36047119400,6.3,36047119400,7.1,38.7,39.7,14.5,18.2,11.5,33.1,14.4,6.1,11.9,4.8,70.3,16.7,36047119400,19.6,36047119400,8.3,36047120200,47206
36047119600,7.8,36047119600,21,34.9,40.3,3.7,10.3,11.2,47.5,11,8.1,8.4,3.5,78.5,11.9,36047119600,30,36047119600,7.1,36047120800,32269
36047119800,13.3,36047119800,21,15.8,61,2.3,12.8,13.3,38.1,18.7,4.4,7.5,5.3,73.9,12.8,36047119800,45.1,36047119800,15.2,36047121000,17139
36047120000,13.7,36047120000,4.1,32.8,48.5,14.5,11.1,16.2,41,15.6,4.8,8,3.4,72.7,11.4,36047120000,24.6,36047120000,8.3,36047121400,19264
36047120200,2.4,36047120200,10.7,42.6,43,3.8,7.5,13.2,49.8,12.6,3.9,7.8,5.2,79.3,13,36047120200,16.3,36047120200,5.1,36047122000,43125
36047120800,12,36047120800,13.1,33.7,42.5,10.8,10,8.9,43.8,14.6,6.6,12.5,3.5,81.1,16,36047120800,22.7,36047120800,10.2,36047123700,30035
36047121000,12.6,36047121000,30.8,51.3,17.9,0,14.6,10.8,52,12,6.2,4.3,0,74.5,4.3,36047121000,51.6,36047121000,19.2,36047150200,100813
36047121400,11.7,36047121400,17.8,45.2,35.6,1.4,9.9,11.6,53.3,15.1,4.7,4.4,0.9,78.4,5.3,36047121400,51.8,36047121400,13.1,36047152200,81618
36047122000,9.8,36047122000,16.7,47,31.9,4.3,2.5,6.5,46.8,18.6,4.5,17,4.1,91,21.1,36047122000,16,36047122000,12.4,36047990100,-
36047123700,1.8,36047123700,22.5,47.1,19.6,10.9,9.7,21.8,38.5,12.6,1.5,9.7,6.3,68.6,16,36047123700,55,36047123700,4.2,36061000100,-
36047150200,6.7,36047150200,0,10.2,61.1,28.7,3.8,4.8,14.6,17,3.1,30.6,26,91.3,56.7,36047150200,10.2,36047150200,4.5,36061000201,20521
36047152200,8.3,36047152200,3.8,22.1,71.6,2.4,1.9,10.3,15.2,12.7,5.6,30.7,23.6,87.8,54.3,36047152200,13.7,36047152200,7.2,36061000202,29684
36047990100,-,36047990100,-,-,-,-,-,-,-,-,-,-,-,-,-,36047990100,-,36047990100,-,36061000500,-
36061000100,-,36061000100,-,-,-,-,-,-,-,-,-,-,-,-,-,36061000100,-,36061000100,-,36061000600,19863
36061000201,24.6,36061000201,20.6,22.9,51.4,5.1,33.3,14.7,28.3,7.8,2.9,10.6,2.5,52,13.1,36061000201,46.3,36061000201,2.8,36061000700,117841
36061000202,16,36061000202,21,21.2,39,18.7,16.4,8.3,24,15.8,4.7,20.2,10.5,75.2,30.7,36061000202,27.7,36061000202,16.7,36061000800,27137
36061000500,-,36061000500,-,-,-,-,-,-,-,-,-,-,-,-,-,36061000500,-,36061000500,-,36061000900,147500
36061000600,23.8,36061000600,14.8,12.3,69.8,3,28.5,15,19.1,9.4,11.2,13.3,3.5,56.6,16.8,36061000600,49.1,36061000600,9.1,36061001001,73239
36061000700,0.8,36061000700,0.2,9.6,15.7,74.5,2.3,0.8,2.3,4,3.7,50.2,36.6,96.9,86.8,36061000700,0,36061000700,4.4,36061001002,17560
36061000800,12.3,36061000800,14.2,36.8,13.4,35.5,40.6,13.1,16.8,8.4,3.7,11.1,6.3,46.3,17.4,36061000800,30.8,36061000800,10.7,36061001200,41705
36061000900,2,36061000900,8,7,25,60,0.8,0,4.9,11.4,1.2,37.5,44.2,99.2,81.8,36061000900,0,36061000900,2.8,36061001300,123558
36061001001,7.9,36061001001,13.5,0,80.8,5.8,0,0.6,16,12,6.4,44.6,20.4,99.4,64.9,36061001001,6.5,36061001001,12.9,36061001401,76250
36061001002,24,36061001002,9.5,43.8,43.9,2.8,16.8,18.5,34.2,14.5,5.9,6.3,3.8,64.7,10.1,36061001002,64.6,36061001002,13.5,36061001402,24375
36061001200,23.5,36061001200,4.4,43.2,40.6,11.8,12.8,9.1,17.3,11.9,5.1,23.8,19.9,78.1,43.7,36061001200,24,36061001200,5.1,36061001501,81867
36061001300,0,36061001300,1.4,1.6,22.8,74.2,0.4,0,3.2,4,3.6,51.1,37.7,99.6,88.8,36061001300,0,36061001300,3.3,36061001502,133209
36061001401,17.9,36061001401,17.9,33.9,19.6,28.6,5.2,1.8,14.3,7.6,3.1,36.2,31.9,93,68.1,36061001401,5.6,36061001401,1.9,36061001600,31452
36061001402,12.3,36061001402,13.8,18.5,38.8,28.8,15.7,10.6,13.4,11.8,5.2,29.7,13.7,73.7,43.4,36061001402,36.2,36061001402,5.4,36061001800,59416
36061001501,13.1,36061001501,3,22.9,56.2,17.9,5.7,4.3,8.5,11.4,2.1,39.2,28.8,90,68,36061001501,8.8,36061001501,4,36061002000,16778
36061001502,3,36061001502,0.7,18.7,41.7,38.9,0.5,0.9,1.3,5.7,0.3,55.8,35.4,98.5,91.3,36061001502,1.7,36061001502,2.6,36061002100,"250,000+"
36061001600,9.5,36061001600,7.3,10.7,34.8,47.3,30.2,5.7,16.1,5.7,3.6,26.8,11.9,64.1,38.7,36061001600,25.4,36061001600,4.8,36061002201,34988
36061001800,9.3,36061001800,4.1,18.8,41.8,35.4,20.4,12.1,19.1,5.5,1.7,33.9,7.2,67.5,41.1,36061001800,23.2,36061001800,4.3,36061002202,68750
36061002000,24.4,36061002000,14.8,31.1,51.3,2.9,22.5,14.4,36.6,12.4,4,8.5,1.6,63.1,10.1,36061002000,67.7,36061002000,14.3,36061002400,22676
36061002100,2.2,36061002100,0,28.4,58.7,12.9,1.5,0.8,3.2,3.2,0.6,48,42.7,97.7,90.6,36061002100,1.1,36061002100,1.6,36061002500,16527
36061002201,15.3,36061002201,1.8,30.5,41.2,26.5,13.2,10.4,31.9,8,5.9,23.8,6.8,76.4,30.6,36061002201,32.7,36061002201,12.6,36061002601,43854
36061002202,4.8,36061002202,3.4,4.2,5.3,87.2,5.5,2.9,9.5,10.6,3.4,52.5,15.6,91.7,68.2,36061002202,8.3,36061002202,5.6,36061002602,70037
36061002400,15.7,36061002400,7.3,26,51.4,15.3,28.5,11.5,29.3,8,3.4,10.1,9.3,60.1,19.4,36061002400,47.8,36061002400,10.7,36061002700,57171
36061002500,25,36061002500,30.3,34.1,29.2,6.4,31,14.1,30.1,8.1,3,8.7,5.1,55,13.7,36061002500,58.2,36061002500,14.2,36061002800,30056
36061002601,14.4,36061002601,5.8,38.9,30.1,25.2,11.2,16.2,19.7,9.7,3.9,29.6,9.6,72.6,39.2,36061002601,29,36061002601,8.5,36061002900,30629
36061002602,15,36061002602,0,2.8,65.8,31.4,10.5,3.6,11.9,7.4,4.9,40.7,21,85.9,61.6,36061002602,18.5,36061002602,2.8,36061003001,62199
36061002700,9.4,36061002700,25.9,22.4,35.3,16.5,13.3,2.1,19.8,11.1,2.1,33.6,18,84.6,51.6,36061002700,7.9,36061002700,3.7,36061003002,50625
36061002800,20.9,36061002800,3.3,11.7,54.1,30.9,16.5,9,16,15.7,6.1,27.9,8.8,74.5,36.7,36061002800,32.5,36061002800,10.7,36061003100,183500
36061002900,14.6,36061002900,31.6,18.9,37.3,12.3,30,12.3,21.7,8,3.8,17.3,6.9,57.7,24.3,36061002900,31.7,36061002900,3.5,36061003200,71033
36061003001,3.7,36061003001,2,12.5,38.5,47,8.3,2.9,11.8,7.5,1.5,50.8,17.2,88.8,68,36061003001,8.1,36061003001,9.2,36061003300,"250,000+"
36061003002,16,36061003002,3.9,19.1,39.5,37.5,6.1,8.6,11.7,9.8,4.8,34.9,24.1,85.3,59,36061003002,19,36061003002,3.2,36061003400,67166
36061003100,3.9,36061003100,0,12.6,79.3,8.1,8.1,6.9,4.9,7.5,1.8,39.4,31.4,85,70.8,36061003100,5.3,36061003100,11.1,36061003601,44286
36061003200,8.2,36061003200,0,9.2,46.4,44.4,0.9,1.9,12.3,5.6,3.5,50.6,25,97.1,75.7,36061003200,5.9,36061003200,4.3,36061003602,81250
36061003300,3.8,36061003300,0,0,12,88,0.4,2.1,1.5,9.9,2.5,37.4,46.1,97.4,83.5,36061003300,2.5,36061003300,3.7,36061003700,129904
36061003400,6.6,36061003400,3.3,24.3,20.8,51.6,4.6,2.3,9,10,4.6,47.5,21.9,93.1,69.5,36061003400,6.8,36061003400,5.3,36061003800,64800
36061003601,12.4,36061003601,18.3,13.2,25.6,42.9,14.9,11.5,20.2,10.3,4.4,23.8,14.8,73.6,38.7,36061003601,28,36061003601,15,36061003900,135250
36061003602,13.8,36061003602,3.6,19.7,47.9,28.9,5.6,6.9,19.1,10.5,3.3,30.9,23.7,87.5,54.6,36061003602,14.1,36061003602,14.8,36061004000,85338
36061003700,5.4,36061003700,0,13.6,5.1,81.4,2.2,1.1,10.1,9.5,2,39.9,35.2,96.8,75.1,36061003700,1.5,36061003700,3.6,36061004100,59570
36061003800,7.1,36061003800,1.7,4.5,43.6,50.1,4.7,2.5,9.7,12.8,2.1,38.7,29.5,92.8,68.2,36061003800,5.8,36061003800,4.9,36061004200,146304
36061003900,6.8,36061003900,35.7,12.1,5.5,46.7,0.5,4.3,4.3,10.4,2.5,43.7,34.3,95.3,78,36061003900,7.9,36061003900,1.9,36061004300,71635
36061004000,5.6,36061004000,0,18.8,57.4,23.8,2.1,1.2,6.4,8.9,2,47.5,31.8,96.7,79.3,36061004000,5.3,36061004000,2.4,36061004400,93010
36061004100,10.2,36061004100,6.2,7.7,47,39.2,19.6,7.7,11.1,6.4,2.7,34.2,18.1,72.6,52.4,36061004100,23.4,36061004100,5.8,36061004500,139079
36061004200,3.5,36061004200,0.4,24.3,64.4,10.9,0.4,0.5,4.3,8,1.8,44.3,40.7,99.1,85,36061004200,3.4,36061004200,4.3,36061004700,101786
36061004300,4.9,36061004300,4.8,2.8,28.1,64.3,11.5,2.6,12.9,7,1.8,43.8,20.4,85.9,64.2,36061004300,6.7,36061004300,8.9,36061004800,106789
36061004400,8.1,36061004400,0,2.9,44.3,52.8,2,2.3,3.4,10.2,2.8,41.7,37.6,95.7,79.3,36061004400,1.1,36061004400,2.8,36061004900,97929
36061004500,4.8,36061004500,0,3,60.6,36.4,2,1.6,8.3,4.3,2.7,36.8,44.3,96.5,81.1,36061004500,4.3,36061004500,3.4,36061005000,102723
36061004700,4.7,36061004700,0,8.9,27.7,63.4,0.5,1.6,7.3,8.5,1.1,50.1,30.9,97.9,81,36061004700,6.7,36061004700,5,36061005200,168375
36061004800,6.5,36061004800,2.2,15,55.6,27.1,1,1.7,8.1,11.2,4.6,41.5,31.9,97.3,73.4,36061004800,4.2,36061004800,6.6,36061005400,132813
36061004900,10,36061004900,7.6,14.3,18.9,59.2,1.1,0,9.2,6,3.5,45.8,34.3,98.9,80.1,36061004900,4.4,36061004900,5.3,36061005501,134417
36061005000,4.7,36061005000,12.8,0,32.6,54.5,0,1.1,5.7,5.9,2.2,52.3,32.8,98.9,85.1,36061005000,0.9,36061005000,11.1,36061005502,138523
36061005200,3.2,36061005200,0.5,15.5,73.8,10.2,0,0,1.4,8,2.1,45.8,42.6,100,88.4,36061005200,1,36061005200,5.3,36061005600,115521
36061005400,6.1,36061005400,2.4,2.4,33.5,61.6,2.9,1,4.5,9.7,4,41.6,36.2,96.1,77.8,36061005400,0,36061005400,1.2,36061005700,150833
36061005501,6.7,36061005501,2.1,0,5.8,92.1,0,0.3,4.8,3.9,0.6,24.5,65.8,99.7,90.3,36061005501,0.7,36061005501,4,36061005800,157934
36061005502,11.2,36061005502,7,12.4,15.4,65.2,1.8,2.8,5.5,7.4,2.4,40.7,39.4,95.4,80.1,36061005502,2.1,36061005502,4.5,36061005900,103672
36061005600,8.2,36061005600,3.4,4.2,0.8,91.5,2.3,5.3,3.7,8.9,2.2,37,40.5,92.4,77.6,36061005600,17.3,36061005600,11.2,36061006000,106310
36061005700,8.8,36061005700,0,0,40.9,59.1,2.1,0,4.5,3.8,2.8,44.5,42.3,97.9,86.8,36061005700,1.2,36061005700,3.3,36061006100,108973
36061005800,2.4,36061005800,18.6,0,15.3,66.1,1.7,1.1,2.5,4.7,3.4,41.6,44.9,97.2,86.6,36061005800,2.9,36061005800,5.5,36061006200,82102
36061005900,6.1,36061005900,0,10.9,78.1,10.9,0,0.4,5.1,6.1,0.7,38.4,49.3,99.6,87.7,36061005900,0.6,36061005900,0.8,36061006300,113284
36061006000,10.4,36061006000,0,2.4,43,54.6,0,2,6.7,7.7,4,37.2,42.4,98,79.6,36061006000,0.9,36061006000,5.3,36061006400,96090
36061006100,3.7,36061006100,2.8,21.6,66.5,9.2,0.4,0.5,1.4,7.4,3.2,42.6,44.5,99.1,87.1,36061006100,0,36061006100,2.4,36061006500,97718
36061006200,8.4,36061006200,4.1,21.9,55.5,18.6,5.7,7.4,11.1,10,1.8,27.4,36.5,86.9,63.9,36061006200,1.4,36061006200,6.9,36061006600,64963
36061006300,8,36061006300,3.6,5,64.7,26.7,1.8,0.3,4.8,5.3,0.6,43.5,43.8,97.9,87.3,36061006300,5,36061006300,5.7,36061006700,88492
36061006400,5.6,36061006400,1.4,22.6,35.3,40.7,1.6,0.6,5.6,5.5,2.8,45.8,38.2,97.8,83.9,36061006400,4.8,36061006400,4.2,36061006800,109526
36061006500,4.2,36061006500,0,22.4,41,36.6,2.3,0,5.1,5.7,2.1,52.4,32.4,97.7,84.8,36061006500,3.7,36061006500,3.2,36061006900,183750
36061006600,11.4,36061006600,12.3,17.8,24.4,45.5,5.9,3.5,13.9,12,5.8,33.6,25.3,90.6,58.9,36061006600,8,36061006600,2.4,36061007000,101848
36061006700,9,36061006700,3.4,2.6,22.5,71.5,0,0.8,7.5,6,2.9,51,31.9,99.2,82.9,36061006700,2.4,36061006700,6,36061007100,125028
36061006800,6.1,36061006800,1.5,11.5,46.5,40.5,1.5,2,8.3,8.7,5.2,42.5,31.7,96.5,74.3,36061006800,12,36061006800,8.1,36061007200,104272
36061006900,3.6,36061006900,5.5,10.1,69.4,15,0,0,4.5,6.4,1.9,48.9,38.2,100,87.2,36061006900,0,36061006900,2.2,36061007300,97149
36061007000,5.3,36061007000,0,5.4,9.1,85.5,0.2,1.4,7.7,5,1.9,46.2,37.6,98.5,83.8,36061007000,1.1,36061007000,2.2,36061007400,128618
36061007100,4.8,36061007100,5.3,9,44.7,41,0.2,0.7,6,9.4,2,38.7,42.9,99.1,81.6,36061007100,1.7,36061007100,4.2,36061007500,113682
36061007200,3,36061007200,0,7.7,30,62.3,1.4,0.5,4.6,8.8,2.9,48,33.7,98.1,81.7,36061007200,0.6,36061007200,5.9,36061007600,103264
36061007300,4.4,36061007300,16.7,9.8,9.8,63.6,0,2.2,5.1,8.4,4.7,53.2,26.3,97.8,79.5,36061007300,5.1,36061007300,5,36061007700,127729
36061007400,3.3,36061007400,0,8.7,63.1,28.2,0,0,4.7,9.1,1,41.8,43.4,100,85.2,36061007400,2.7,36061007400,6.1,36061007800,120205
36061007500,4.6,36061007500,0.9,17,22.3,59.8,0.2,1,5.4,10,2.2,42.3,38.9,98.7,81.2,36061007500,4.2,36061007500,7.6,36061007900,83922
36061007600,4.9,36061007600,0,2.8,39.1,58,2.6,2.2,5,7.1,0,37.5,45.6,95.2,83.1,36061007600,2.7,36061007600,3.7,36061008000,110242
36061007700,8.3,36061007700,0,0,38.1,61.9,0,0.7,3.1,7,1.4,50.1,37.8,99.3,87.8,36061007700,1.2,36061007700,4.4,36061008100,111476
36061007800,4,36061007800,0,3.8,5.3,90.9,0.2,0.5,6.6,7.2,3.6,49.7,32.3,99.3,81.9,36061007800,2.9,36061007800,7,36061008200,107925
36061007900,7.8,36061007900,0,0,45.5,54.5,0,2,8.1,6.4,2.6,40,40.9,98,80.9,36061007900,3.1,36061007900,3.3,36061008300,69303
36061008000,7.7,36061008000,2.9,5.7,25,66.4,0.3,2.8,3.1,8.6,1.4,46.8,37,96.9,83.8,36061008000,1,36061008000,4.2,36061008400,120938
36061008100,7.3,36061008100,0,1.3,64.6,34.1,1.6,2.5,4.5,7.7,1.3,45.2,37.2,95.9,82.4,36061008100,3.9,36061008100,3.9,36061008601,142299
36061008200,10,36061008200,9.1,0,8.6,82.3,0.7,2.9,7.5,7.3,2.3,43.5,35.8,96.4,79.3,36061008200,3.1,36061008200,1,36061008602,-
36061008300,10.5,36061008300,0,49.3,12.1,38.6,10,9.5,7.7,11.5,5.1,38,18.3,80.5,56.3,36061008300,21,36061008300,11.6,36061008603,142304
36061008400,2.6,36061008400,0,14.3,35.2,50.5,2.3,0.5,5.1,9.2,3.5,41.7,37.7,97.2,79.4,36061008400,1.2,36061008400,7.3,36061008700,122569
36061008601,2.6,36061008601,0,0,9.9,90.1,0.5,0.1,5,5.6,5.6,45.3,37.9,99.4,83.2,36061008601,0.4,36061008601,3.4,36061008800,100179
36061008602,-,36061008602,-,-,-,-,-,-,-,-,-,-,-,-,-,36061008602,-,36061008602,-,36061008900,89315
36061008603,6.8,36061008603,0,0,14.2,85.8,0.7,1.4,3.8,8.4,7.3,34.1,44.4,97.9,78.5,36061008603,0.7,36061008603,4.6,36061009000,119196
36061008700,4.4,36061008700,0,24.2,0,75.8,2.2,1.5,5.5,8,4.8,50.5,27.5,96.3,78,36061008700,4.3,36061008700,4.9,36061009100,111505
36061008800,7.2,36061008800,14.4,24.7,11.6,49.3,0,0.4,3.2,7.1,4.9,46,38.3,99.6,84.3,36061008800,2,36061008800,4,36061009200,122379
36061008900,6.1,36061008900,0,16.1,56.7,27.2,1.4,3.6,7.6,9.9,3.6,35.1,38.7,95,73.8,36061008900,9.9,36061008900,2.9,36061009300,76058
36061009000,5.6,36061009000,1.3,4.5,19.9,74.3,1.1,1.3,5.3,6.2,2.2,44.9,39,97.6,83.9,36061009000,1.2,36061009000,1.4,36061009500,145956
36061009100,8.2,36061009100,0.8,11.3,23.1,64.7,2.3,2.2,5,7.1,3.7,35.5,44.1,95.4,79.7,36061009100,9.4,36061009100,5.7,36061009600,135313
36061009200,3.5,36061009200,0,7.9,14.6,77.5,0,1.9,3.3,8.5,0.5,53.9,32,98.1,85.9,36061009200,2.3,36061009200,1.4,36061009700,43948
