#Source: https://www.cdc.gov/growthcharts/percentile_data_files.htm,,,,,,,,,,,,,
#Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
189.5,-2.062253431,20.38346455,0.13446991,16.62969112,16.98792443,17.58893048,18.7572281,20.38346455,22.53652401,24.02361032,25.22031884,27.38674888,29.14297232
190.5,-2.054495145,20.44161501,0.134381553,16.67661334,17.03614547,17.63923518,18.8112072,20.44161501,22.59821392,24.08622386,25.28266636,27.4460882,29.19725256
191.5,-2.046748156,20.49967894,0.134290916,16.72351369,17.08434122,17.68950749,18.86513537,20.49967894,22.65975645,24.14864327,25.34478272,27.50514126,29.25122631
192.5,-2.039015385,20.5576474,0.134198323,16.77037969,17.13249925,17.73973524,18.91900132,20.5576474,22.72114803,24.21087038,25.40667527,27.56392793,29.30492601
193.5,-2.031300282,20.6155114,0.134104101,16.81719878,17.18060709,17.78990616,18.97279368,20.6155114,22.78238517,24.2729073,25.46835171,27.62246873,29.35838499
194.5,-2.023606828,20.67326189,0.134008581,16.86395838,17.22865219,17.8400079,19.02650098,20.67326189,22.84346448,24.33475639,25.52982017,27.68078489,29.41163748
195.5,-2.015942013,20.73088905,0.133912066,16.91064668,17.27662259,17.89002837,19.08011149,20.73088905,22.90438167,24.39641931,25.59108848,27.73889854,29.46472007
196.5,-2.008305745,20.7883851,0.133814954,16.95724926,17.32450423,17.93995429,19.13361379,20.7883851,22.96513563,24.4579009,25.65216707,27.79683185,29.51766572
197.5,-2.000706389,20.84574003,0.133717552,17.0037543,17.37228509,17.98977343,19.18699593,20.84574003,23.02572213,24.51920324,25.71306451,27.85460837,29.57051295
198.5,-1.993150137,20.90294449,0.1336202,17.05014902,17.41995236,18.03947307,19.24024598,20.90294449,23.08613815,24.58032971,25.77379055,27.91225209,29.62329955
199.5,-1.985643741,20.95998909,0.133523244,17.09642062,17.46749315,18.0890404,19.29335192,20.95998909,23.14638076,24.64128395,25.83435539,27.96978771,29.67606419
200.5,-1.97819451,21.01686433,0.133427032,17.1425562,17.51489451,18.1384625,19.34630158,21.01686433,23.20644712,24.70206989,25.89476963,28.02724061,29.72884644
201.5,-1.970810308,21.07356067,0.133331914,17.18854287,17.56214342,18.18772638,19.39908272,21.07356067,23.26633451,24.76269168,25.95504426,28.08463689,29.78168674
202.5,-1.96349954,21.1300685,0.133238245,17.23436764,17.60922679,18.23681892,19.45168294,21.1300685,23.3260403,24.82315378,26.01519074,28.1420033,29.83462638
203.5,-1.956271141,21.18637813,0.133146383,17.2800175,17.65613146,18.28572693,19.50408975,21.18637813,23.38556196,24.88346091,26.07522093,28.19936732,29.88770757
204.5,-1.949134561,21.24247982,0.13305669,17.32547937,17.70284417,18.3344371,19.55629056,21.24247982,23.44489706,24.94361805,26.13514709,28.25675709,29.94097335
205.5,-1.942099744,21.29836376,0.132969531,17.37074012,17.74935161,18.38293604,19.60827264,21.29836376,23.50404332,25.00363048,26.19498193,28.31420146,29.99446764
206.5,-1.935177101,21.35402009,0.132885274,17.41578654,17.79564039,18.43121023,19.66002316,21.35402009,23.56299853,25.06350375,26.2547386,28.37172995,30.04823522
207.5,-1.92837748,21.40943891,0.132804292,17.46060537,17.84169701,18.47924607,19.71152919,21.40943891,23.62176064,25.1232437,26.31443063,28.42937274,30.10232173
208.5,-1.921712136,21.46461026,0.132726962,17.50518327,17.8875079,18.52702984,19.76277767,21.46461026,23.68032771,25.18285645,26.37407203,28.48716074,30.15677367
209.5,-1.915192685,21.51952414,0.132653664,17.54950683,17.9330594,18.57454772,19.81375546,21.51952414,23.73869794,25.24234842,26.4336772,28.54512548,30.21163837
210.5,-1.908831065,21.57417053,0.132584784,17.59356252,17.97833773,18.62178578,19.8644493,21.57417053,23.79686967,25.30172632,26.49326098,28.60329919,30.26696403
211.5,-1.902639482,21.62853937,0.132520711,17.63733676,18.02332903,18.66872998,19.91484586,21.62853937,23.85484139,25.36099716,26.55283865,28.66171476,30.32279966
212.5,-1.896630358,21.68262062,0.132461838,17.68081585,18.06801933,18.71536617,19.96493169,21.68262062,23.91261174,25.42016826,26.6124259,28.72040572,30.37919514
213.5,-1.890816268,21.73640419,0.132408563,17.72398595,18.11239453,18.76168008,20.01469327,21.73640419,23.97017953,25.47924723,26.67203887,28.77940629,30.43620115
214.5,-1.885209876,21.78988003,0.132361289,17.76683315,18.15644042,18.80765734,20.06411699,21.78988003,24.02754374,25.538242,26.73169411,28.8387513,30.49386923
215.5,-1.879823505,21.84303819,0.132320427,17.80934323,18.20014256,18.8532834,20.11318921,21.84303819,24.08470367,25.59716095,26.79140871,28.89847621,30.55225152
216.5,-1.874670324,21.8958685,0.132286382,17.85150219,18.24348662,18.89854373,20.16189615,21.8958685,24.14165845,25.65601244,26.85119991,28.9586172,30.61140148
217.5,-1.869760299,21.94836168,0.1322596,17.89329472,18.28645727,18.94342321,20.21022414,21.94836168,24.19840866,25.71480629,26.91108626,29.0192108,30.67137176
218.5,-1.865113245,22.00050569,0.132240418,17.93470899,18.32904183,18.98790813,20.25815885,22.00050569,24.25495098,25.77354888,26.97108394,29.08029503,30.73222122
219.5,-1.860734944,22.05229242,0.13222933,17.97572809,18.37122369,19.03198262,20.3056868,22.05229242,24.31128792,25.83225207,27.03121333,29.14190734,30.79400211
220.5,-1.85663384,22.10371305,0.132226801,18.01633608,18.41298696,19.07563119,20.35279433,22.10371305,24.36742097,25.89092687,27.09149434,29.20408599,30.85676906
221.5,-1.852827186,22.15475603,0.132233201,18.05651989,18.45431794,19.11883943,20.39946695,22.15475603,24.42334799,25.94958116,27.15194482,29.26687079,30.92058278
222.5,-1.849323204,22.20541249,0.132248993,18.09626344,18.49520062,19.16159172,20.44569089,22.20541249,24.47907063,26.00822631,27.21258528,29.33030127,30.9855
223.5,-1.846131607,22.255673,0.132274625,18.13555112,18.53561932,19.2038726,20.49145219,22.255673,24.53458985,26.06687321,27.27343608,29.39441777,31.05157949
224.5,-1.843261294,22.30552831,0.132310549,18.17436706,18.57555819,19.24566649,20.53673687,22.30552831,24.58990692,26.1255331,27.33451796,29.45926122,31.1188808
225.5,-1.840720248,22.3549693,0.132357221,18.21269512,18.61500111,19.28695764,20.581531,22.3549693,24.64502338,26.18421759,27.39585208,29.52487306,31.18746427
226.5,-1.83851544,22.40398706,0.132415103,18.25051886,18.65393178,19.32773023,20.62582066,22.40398706,24.69994107,26.24293861,27.45746001,29.59129532,31.25739102
227.5,-1.83665586,22.45257182,0.132484631,18.28782254,18.69233437,19.36796858,20.66959159,22.45257182,24.75466075,26.30170723,27.51936283,29.65857091,31.32872478
228.5,-1.835138046,22.50071778,0.132566359,18.3245866,18.73019025,19.40765581,20.71283095,22.50071778,24.80918852,26.36053932,27.58158516,29.72674204,31.40152344
229.5,-1.833972004,22.54841437,0.132660699,18.36079565,18.7674838,19.44677624,20.75552409,22.54841437,24.86352415,26.41944523,27.64414785,29.79585303,31.47585441
230.5,-1.833157751,22.59565422,0.132768153,18.39643137,18.80419732,19.48531336,20.79765756,22.59565422,24.91767166,26.47843912,27.70707459,29.86594782,31.55178078
231.5,-1.83269562,22.64242956,0.132889211,18.43147564,18.84031318,19.52325062,20.83921773,22.64242956,24.97163459,26.53753478,27.77038891,29.93707103,31.62936748
232.5,-1.832584342,22.68873292,0.133024368,18.46590991,18.87581348,19.56057136,20.88019106,22.68873292,25.02541685,26.59674639,27.83411475,30.00926778,31.7086802
233.5,-1.832820974,22.73455713,0.133174129,18.49971524,18.91067999,19.59725875,20.9205641,22.73455713,25.07902274,26.65608851,27.89827645,30.08258369,31.78978539
234.5,-1.833400825,22.7798953,0.133338999,18.53287228,18.9448942,19.63329582,20.96032349,22.7798953,25.13245693,26.71557609,27.96289869,30.15706484,31.87275025
235.5,-1.834317405,22.82474087,0.133519496,18.56536124,18.97843726,19.66866547,20.99945599,22.82474087,25.18572453,26.77522448,28.0280066,30.23275779,31.95764272
236.5,-1.83555752,22.86908912,0.133716192,18.59716016,19.0112887,19.70334974,21.03794885,22.86908912,25.23883315,26.83505132,28.09362697,30.30970901,32.04452853
237.5,-1.837119466,22.91293151,0.133929525,18.62825142,19.04343134,19.7373324,21.07578835,22.91293151,25.29178502,26.89506944,28.15978336,30.387967,32.13348232
238.5,-1.838987063,22.95626373,0.134160073,18.65861245,19.07484425,19.7705953,21.11296191,22.95626373,25.34458825,26.95529697,28.22650313,30.46757924,32.22457182
239.5,-1.841146139,22.99908062,0.134408381,18.68822161,19.10550722,19.80312068,21.14945673,22.99908062,25.39724967,27.01575092,28.29381294,30.54859414,32.31786791
240,-1.84233016,23.02029424,0.134539365,18.70273741,19.12055111,19.81910123,21.16744563,23.02029424,25.4235294,27.04606818,28.32769753,30.58964285,32.36536586
240.5,-1.843580575,23.04137734,0.134675001,18.71705679,19.13539969,19.83489061,21.18526014,23.04137734,25.44977657,27.07644874,28.3617399,30.63106054,32.41344218
